Trial,R=250,R=500,R=1000,R=1500,R=2000,R=2500,R=3000
18858,10245,17710,53684,134091,78521,169120,378539
18859,6338,11019,81610,203111,157078,351733,342893
18860,4327,12059,193656,61790,270754,538250,339017
18861,12002,23191,51354,72140,266785,255515,405584
18862,5292,42320,82810,106772,116923,435506,1342606
18863,5829,12194,58006,111246,325384,231811,436041
18864,7504,10558,57738,138451,303443,432823,957769
18865,3995,14751,54266,141888,185861,183367,337599
18866,6844,27740,109864,231186,272260,310893,471030
18867,5331,13697,45464,94057,309673,360421,562083
18868,6557,12357,55857,192402,177721,217934,440128
18869,6678,34834,41414,145080,267558,304333,299306
18870,5986,18215,98843,116638,153201,113286,262416
18871,15614,11849,43817,84709,107258,310901,843923
18872,5376,9455,78634,105702,299120,253373,496286
18873,8490,28625,53410,51724,214863,302796,258986
18874,7674,17817,56754,104198,173936,421959,649753
18875,5920,20795,56988,94748,217383,149593,289101
18876,6112,16516,36837,67611,113429,195201,205070
18877,3839,36335,62460,60806,229851,301899,505008
18878,9147,9556,84674,94855,302309,291922,244164
18879,5780,18431,54564,65200,90122,185457,562535
18880,12369,33463,64145,99058,228021,121297,297135
18881,3328,10843,86459,129646,238348,198505,348003
18882,6438,18206,32400,85893,93224,348310,733603
18883,10587,13420,45785,114929,147276,158542,349649
18884,5124,13761,85051,135502,242977,184666,437696
18885,6656,16910,72998,71140,174729,250389,441327
18886,4460,19804,57143,83686,138196,419063,186210
18887,5454,18959,57068,178727,174133,347599,785052
18888,8058,12698,102877,91276,234327,508017,351971
18889,6237,42825,57785,100311,298268,149317,706005
18890,3794,19959,31945,71370,273606,214112,246981
18891,3155,20814,105362,102791,154079,105777,318766
18892,6963,16779,38198,126566,178934,687881,301712
18893,9409,15600,40169,100511,168307,214541,343383
18894,16534,44271,62805,115740,360705,460341,410138
18895,3624,8903,49865,55254,407563,312494,520521
18896,6466,44291,79259,82911,249431,183926,224714
18897,10283,17495,55085,136909,753305,241332,326678
18898,2595,14722,35379,71731,141905,396881,491665
18899,3849,10879,62968,57855,147259,174975,281312
18900,10789,15893,41343,203631,86064,241499,459866
18901,13212,17559,55949,184331,135453,220226,237868
18902,6532,32350,48699,392354,102731,342232,452721
18903,13615,14717,53904,166949,132846,434186,224347
18904,5560,15018,46049,183956,302132,300521,203177
18905,7387,11485,51804,103649,90945,481799,197648
18906,9618,12120,38302,76793,114123,143932,759643
18907,12802,16107,28942,99465,332379,242760,562176
18908,13930,20726,54609,77010,332446,191210,213144
18909,4493,44094,25430,88966,166375,159459,325041
18910,12670,22006,43999,120992,114807,237884,268717
18911,10049,24859,37151,50199,120659,329834,307406
18912,9721,23466,43017,132011,228889,359049,406957
18913,12372,43105,47343,184952,254600,459905,278643
18914,7635,16444,92884,96620,263938,348318,263891
18915,4644,45680,81987,127748,155364,190340,284931
18916,9187,18268,26870,216790,246921,174190,723697
18917,8030,9655,78388,232677,214976,359301,457241
18918,7228,13441,40992,71325,179486,564218,263222
18919,10155,12058,39209,68826,220005,299730,328785
18920,4236,15787,36310,131610,164940,258882,203912
18921,2638,27021,48343,148003,285038,249366,241779
18922,4926,19372,120464,103233,164167,575075,298292
18923,5340,37116,49363,119908,340077,153282,371402
18924,6735,18451,73048,91366,436654,201793,219843
18925,8473,10599,46951,57081,304510,253299,284416
18926,3729,13679,37960,89045,237298,198783,297534
18927,6692,28344,31760,65170,154662,381408,391241
18928,8657,9555,40992,132033,186504,249374,256750
18929,4584,18283,28180,206028,142406,369938,204828
18930,3352,40837,120105,74363,215972,303403,435983
18931,2946,11183,26721,112731,343771,316848,270618
18932,6202,8886,42984,90048,192975,136517,261921
18933,4199,23148,43695,106622,196031,285599,301058
18934,9582,8994,75691,196100,271825,237997,822444
18935,5426,12745,49745,101592,181950,295544,475217
18936,7898,22275,37280,156180,214989,323983,340507
18937,4082,21347,62501,145101,252780,121049,603043
18938,8458,23469,36427,113950,103890,595461,254136
18939,5833,21535,57167,265033,112837,357046,303890
18940,6241,18387,74928,247353,159920,432857,294194
18941,6397,17564,38082,131561,186610,333193,228234
18942,5019,18144,52602,214533,150233,438892,404920
18943,5496,15374,80308,115111,189582,421454,433053
18944,3791,21267,87075,71277,151698,147932,329054
18945,4002,16606,53965,93595,420939,229441,287752
18946,12257,12783,48831,68337,212567,181276,354914
18947,6784,13370,110612,203989,179406,153118,301390
18948,18766,10275,31840,215229,328473,260179,268641
18949,5299,23121,24218,150722,228457,224454,212295
18950,7662,25724,37800,128319,380602,169311,304065
18951,4136,17923,31926,127145,171122,161760,215753
18952,6788,19214,27287,170036,141833,288623,278295
18953,8456,10412,58741,144388,242414,183786,161139
18954,13061,23023,50129,199502,178061,117051,383399
18955,11196,25448,68290,128859,217892,248551,265888
18956,6632,29786,42697,148278,378274,208107,523175
18957,7787,20817,135181,145443,198491,220259,342141
18958,6748,12843,71767,92877,190547,161872,180612
18959,4567,11305,83614,107426,127971,204663,198878
18960,11214,32127,27212,109957,152722,340341,446117
18961,4989,16739,69263,144329,243316,153899,236193
18962,11430,15831,64232,136511,132483,204257,325477
18963,4242,15179,77913,49812,168495,554912,199055
18964,5780,21578,57354,139984,327836,119559,127495
18965,3069,27883,88644,95098,128611,574205,312882
18966,6827,14144,120059,161267,351730,521548,378882
18967,7377,10839,66922,130197,147940,126510,318151
18968,14109,30149,68063,70986,133745,314252,613863
18969,4311,20571,65538,142297,158329,198682,840292
18970,6114,12385,26604,55080,273532,352735,264219
18971,6358,30301,48580,102456,149087,185552,522074
18972,5189,12191,89981,61480,265373,338532,216168
18973,9677,13902,54791,228703,199908,277394,263940
18974,3950,32976,82249,174672,216585,246469,276827
18975,5122,12002,52832,63674,202556,409410,707411
18976,6228,15224,61179,138762,306889,359995,564222
18977,7683,27932,89730,111013,96093,321680,189854
18978,6756,14831,40120,99822,125059,213452,175893
18979,5814,29140,52290,105034,96506,359781,249115
18980,4037,19256,29280,83441,198554,169757,285882
18981,8451,27923,39818,149707,154652,284263,156742
18982,9034,18417,40327,126139,128381,335586,244124
18983,10038,12416,229877,144013,287862,287527,287919
18984,7644,38827,84860,182736,146011,257232,333713
18985,9043,22689,109240,99088,221471,145300,406470
18986,6423,11593,44407,104257,163648,548250,356968
18987,5395,13602,53814,122332,118061,268262,973222
18988,5715,24582,49583,65777,258006,279772,195618
18989,3659,10270,42049,163133,156290,330604,607634
18990,7791,14144,54794,181084,123435,305918,228881
18991,6173,50619,96271,84741,332082,215928,459439
18992,11458,16855,49602,108771,311395,216136,600610
18993,5240,23790,29907,89687,141815,616849,169037
18994,3951,24116,35204,98167,255859,257104,163365
18995,3893,25046,95400,108385,115824,122665,231973
18996,8921,24163,46646,98365,296979,202290,214401
18997,3495,26561,34805,93507,186580,407723,228053
18998,7013,25091,125061,119708,137564,221204,248842
18999,18086,10741,91132,78240,252293,355343,439907
19000,5505,19614,100004,116445,147204,427760,288686
19001,1962,17289,44805,100985,120518,330284,929957
19002,3671,18048,70163,98028,103263,137869,271749
19003,3262,21916,35129,115488,290670,230883,570300
19004,3864,18961,69491,100511,157279,271396,326704
19005,9255,16793,54861,139134,121975,261192,422636
19006,4002,15280,82113,100987,143964,423987,697473
19007,12741,15022,30182,53015,193873,179989,180320
19008,7522,13551,43801,152722,139849,385798,716220
19009,7163,23007,60427,207585,120392,140332,186692
19010,8327,12159,45001,48288,182231,225006,350302
19011,5337,37524,46980,167753,144449,129206,367533
19012,5359,13936,84062,105088,211079,179104,230100
19013,4799,39865,99754,338650,137180,197569,785863
19014,7552,13262,38263,117921,150025,205340,848987
19015,8325,14080,49733,62357,429289,152811,171769
19016,6219,10263,39916,217594,484273,505814,253476
19017,10240,7604,84807,164937,92465,309109,230733
19018,6367,17069,85921,189873,211106,197797,457319
19019,13022,15789,39548,141785,294093,233219,322978
19020,19109,19110,38336,120344,205236,290534,283144
19021,4680,13454,35198,244898,204016,300127,408435
19022,4635,19098,53766,142500,216400,281080,392942
19023,4745,26533,62546,93003,200752,217850,483168
19024,4746,9476,72437,96960,175087,332860,360202
19025,4814,23875,69454,90543,109675,588498,171969
19026,3676,45866,64412,97365,157954,180189,267289
19027,7930,26942,47815,117157,244622,207546,386696
19028,4069,13426,42443,63686,326242,212129,177502
19029,4622,20467,35666,56413,92328,484041,300052
19030,6972,45317,81352,110779,128487,155836,404203
19031,5920,16032,79273,107473,123975,219729,315511
19032,3546,18577,55160,82009,142010,394900,430685
19033,3305,33924,55958,204945,139242,178339,297322
19034,2872,16668,41816,207120,193133,278241,498688
19035,10907,49506,52530,60340,233914,358034,281508
19036,9203,20425,86991,126747,189755,383739,605144
19037,6786,19614,47157,104232,229690,292386,755469
19038,14909,17722,69289,84864,199652,195623,229748
19039,3717,22840,55987,110514,377287,223681,259068
19040,5848,13465,52822,101110,169062,171337,286406
19041,2973,25041,33893,59130,210959,506438,336818
19042,3824,13372,60065,113079,618440,453900,232132
19043,6358,18501,98283,362151,181887,187508,501500
19044,4284,22218,65740,43146,83603,366991,255500
19045,5875,29334,72111,66982,128595,358339,206295
19046,3290,18775,72132,99949,188721,323953,273629
19047,6208,27040,49990,66425,157696,260579,684408
19048,4135,9641,32373,143037,148486,322481,378917
19049,5481,27216,52838,151183,128317,218934,389661
19050,6491,17035,60398,118409,146651,135052,384330
19051,8526,26461,62277,96993,168673,165145,1127583
19052,6289,16151,62090,164718,116600,248621,626067
19053,3610,34717,68008,120969,111866,248305,425027
19054,8834,14047,61184,115072,101561,178839,161506
19055,12827,49269,45334,104844,161394,174426,241575
19056,6791,20380,54566,59705,206914,253862,224012
19057,5067,15301,56086,68710,124688,334505,664627
19058,7209,11744,46034,142241,108662,205802,417488
19059,4285,14859,70790,57609,433412,276539,416205
19060,3467,32163,161340,107642,126611,259354,209682
19061,10436,12884,28119,66950,159475,192638,624722
19062,4621,26595,109459,145661,371087,181202,450739
19063,2255,31936,42364,103045,193650,237147,392828
19064,6472,18152,35308,136703,195704,219131,180761
19065,4515,11736,40315,115803,172753,300426,416166
19066,3505,9853,59595,237608,102311,193341,457632
19067,5411,59370,138208,90621,252845,298217,225908
19068,13296,19389,103974,134158,139915,560859,340754
19069,8888,26519,82161,246039,156817,478570,298431
19070,4452,15209,38949,102469,143725,204224,307148
19071,4192,30598,80635,89057,155495,244893,297504
19072,5985,14600,113206,239407,96079,589598,336124
19073,4128,48884,42810,121299,90563,253122,457164
19074,6642,19198,44384,193398,116074,214615,220344
19075,4269,25962,51661,72679,399611,171426,345817
19076,5806,20118,23480,222728,100547,253714,578854
19077,6111,15310,30228,115619,97094,538677,670203
19078,5721,39213,32558,97407,446215,303915,452271
19079,4016,20875,96366,236682,184357,206423,367862
19080,5284,11248,68781,128231,120100,405827,399781
19081,8733,13572,66751,133702,95492,161636,761045
19082,7381,31054,34338,128637,231820,308231,789212
19083,11968,20622,65324,158886,104767,428452,595130
19084,5295,8762,58299,163993,137055,533232,216616
19085,7840,13261,66855,107816,169507,203943,159034
19086,5285,17342,62639,136304,231761,128283,300241
19087,4796,19228,77870,111761,567460,188581,384856
19088,3795,16016,69462,197436,168341,671127,314386
19089,10221,9194,30117,237987,196094,230612,400606
19090,6627,23897,58999,93236,127914,296905,310640
19091,6414,17918,74571,62874,232796,612071,242992
19092,6293,33761,45191,65483,186200,247337,778631
19093,7382,13352,21073,105062,207237,343362,274611
19094,8819,17458,57026,73224,206860,257283,206527
19095,3719,14329,39358,119366,393221,544488,1097082
19096,7168,11823,66646,121096,115231,239726,567331
19097,10679,13318,57946,91805,139900,289291,256196
19098,11351,20390,100773,66272,309891,286733,200606
19099,5204,19765,102460,152921,537414,205644,431773
19100,7534,43629,102410,160348,211772,447012,420916
19101,13054,29020,39045,96600,97205,160646,535404
19102,8160,30408,47826,175622,298092,285765,284682
19103,3529,36311,49737,140752,113794,297444,334654
19104,6428,16144,123059,82993,128605,187934,246464
19105,5408,26949,155555,76113,172623,223480,264032
19106,8229,22707,81575,68180,293494,363511,369798
19107,5932,15600,76383,126891,77587,364732,232726
19108,4693,14112,75508,204040,205257,593808,252999
19109,5566,24754,109209,58169,163596,337581,512264
19110,3862,22620,64162,198650,450646,219678,270630
19111,4270,13592,38324,216809,226496,222619,265854
19112,8464,11550,80527,116151,246147,199479,367365
19113,12126,34200,59179,85102,107118,209098,409734
19114,10163,22034,45913,118789,189504,226674,254451
19115,4407,15319,68186,114782,306334,210075,360060
19116,5943,43344,48492,109169,285786,547481,393396
19117,5920,28660,87181,224556,136520,308246,499801
19118,8786,26265,47908,130724,103097,261049,386297
19119,5430,12064,58043,109133,236314,301330,614007
19120,6285,18819,61880,93954,190933,416923,565547
19121,2942,30683,54710,82821,163336,408276,276645
19122,7695,41345,25121,136510,308382,422632,258147
19123,7055,15053,79000,88279,308397,164977,260979
19124,5028,10750,48170,241638,175375,459954,271796
19125,3931,21001,106793,111273,132859,159131,160154
19126,5537,23105,57225,196359,113056,235649,439924
19127,4523,16006,65305,76494,112726,297222,396143
19128,24049,21204,47988,114116,155471,390711,193941
19129,7073,20519,49396,88872,153682,241031,266450
19130,10253,26644,46677,83409,281781,230575,528375
19131,6210,15525,53649,55083,86040,336736,279485
19132,4461,20552,64051,201873,571014,381115,266645
19133,13122,11411,52940,84027,162752,333947,169219
19134,4385,30672,80081,198775,251784,203656,857694
19135,5662,22867,50440,114732,246544,397683,593547
19136,4823,35848,57034,97528,158008,323179,351229
19137,11550,14161,65801,83484,548646,429330,367452
19138,10754,31088,34911,103927,161039,251089,475082
19139,4171,13830,44801,87883,212310,517188,323960
19140,7387,16543,51735,73980,141470,228103,239102
19141,7576,14630,60551,69025,217252,230970,287412
19142,7457,37130,73811,74152,101255,148163,460343
19143,6824,19645,46925,77563,85792,329972,179209
19144,6353,14891,46835,107666,183390,236372,346121
19145,2381,18384,37682,97731,129356,209794,657957
19146,9011,16787,31143,85834,224306,227001,912152
19147,17159,17145,68175,98521,231421,500131,535254
19148,2989,11623,44775,60930,362104,421991,282519
19149,7502,16859,36531,77614,192259,371610,333529
19150,11313,11132,47316,71896,137652,255549,310687
19151,9787,33937,58797,92392,155804,246732,680027
19152,4068,18107,58065,121364,172271,374797,381111
19153,3675,20067,57784,243757,225147,187961,393484
19154,4405,25863,79266,119146,255537,319321,566813
19155,10146,27119,44792,175688,138600,212905,454993
19156,11390,17407,46782,133736,151690,289094,263598
19157,4615,16561,56787,286005,204681,220427,477792
19158,6791,39387,41967,194080,106048,240809,212352
19159,8216,15356,36645,59295,357160,241103,269310
19160,12728,28164,24706,75369,245904,277550,261195
19161,4390,35748,68180,119000,268934,216206,506003
19162,4944,30610,96294,48571,239064,143980,362841
19163,12948,16094,69214,103394,347671,173199,395767
19164,6994,36684,35718,124089,168291,288065,167552
19165,3421,15405,92710,67994,280288,202884,341007
19166,7911,8950,49326,246992,211648,129325,692987
19167,3806,15551,45258,133083,243074,390268,580872
19168,3884,26201,96290,139042,219517,373652,192840
19169,3147,15280,60088,195854,242793,201489,406323
19170,5938,35703,87283,121719,190151,243556,548820
19171,3681,16897,78883,139104,187897,534533,256257
19172,6648,13553,71273,202913,447368,529712,235318
19173,7700,8191,83637,114924,255570,309251,181915
19174,6963,18933,135571,121841,113591,352878,260892
19175,7597,16500,90500,146321,507573,191831,355117
19176,3552,18715,43432,61729,163070,280292,302200
19177,7464,21599,61689,96615,362322,263991,461977
19178,7266,24941,63753,216863,95864,488324,223736
19179,3710,25263,67254,151855,212214,127773,223529
19180,4796,14175,84111,71947,213403,300485,234685
19181,6958,22384,41434,190024,294637,200397,265873
19182,10263,12165,35162,139722,254816,250364,375889
19183,5396,21608,66266,123103,159868,196613,263595
19184,5260,27494,52039,145762,308694,191447,360144
19185,6200,10420,47991,208354,107700,169224,556896
19186,4387,12248,90473,190155,153058,152334,443678
19187,10374,12095,95069,151628,230362,201807,533652
19188,6779,12810,51823,191140,134144,154054,204132
19189,4916,33694,78952,73308,186817,283485,229920
19190,5896,11001,86506,78719,234293,247182,638400
19191,13978,33475,68127,69168,106527,147610,327957
19192,3996,19373,69699,85318,126997,128963,721828
19193,3518,36638,61393,73495,103332,405157,180577
19194,5181,36900,64267,80484,176175,272610,227183
19195,5607,15236,51148,204379,184559,558072,506407
19196,7429,8213,54863,151171,117483,173316,238971
19197,5917,24433,49712,56750,201351,431806,373979
19198,8905,35953,42576,159808,225043,311051,357468
19199,6016,12026,53869,122974,339979,368504,311288
19200,7430,11716,43116,61587,108547,309005,376494
19201,5217,20795,127552,245744,191260,290764,695363
19202,4640,13398,106432,147394,345166,247391,297102
19203,19669,10660,38871,109105,349604,316499,295896
19204,5183,26531,154157,112101,127373,205953,284862
19205,6396,16838,92157,149569,137710,273695,216440
19206,4931,48786,155422,107626,163888,289965,684454
19207,3441,9731,104639,158999,150739,318083,217594
19208,6903,16181,43741,61260,120912,139046,177819
19209,5822,56594,85317,150810,122181,211325,370475
19210,4592,20267,31180,172220,337503,239935,545749
19211,12979,20496,58906,169958,348988,484524,541280
19212,4846,13366,30582,172590,260335,256204,454656
19213,8640,11122,48441,76201,208785,132948,342382
19214,2824,7168,25023,55942,323309,152368,298020
19215,6814,20538,72827,119662,314783,302634,365961
19216,7649,25117,110624,84733,225297,207956,529062
19217,10775,12717,30814,71506,191722,404749,386107
19218,6803,16014,126862,186439,166315,218789,494195
19219,9601,13751,58210,92647,185746,238563,226500
19220,6758,15828,81405,217256,175528,321905,246228
19221,7079,11439,72680,112199,255737,227038,409338
19222,6854,14538,81378,179955,102964,284178,472427
19223,3355,22928,78495,185775,111243,147786,351320
19224,6284,36352,69676,129490,158712,161173,651262
19225,10200,21394,107438,169475,203213,211036,182449
19226,5127,25249,115237,109434,273154,402341,347057
19227,7180,10014,40750,186252,237356,477498,586330
19228,5167,13190,104441,208217,97443,178802,185220
19229,7860,38284,67997,117879,191341,169037,258386
19230,6107,25578,55310,85372,118471,399036,253636
19231,8006,15293,51090,160288,236751,165830,673766
19232,5868,17150,64256,119680,216834,467261,252374
19233,4958,19643,64077,94057,184072,317026,415419
19234,6088,50824,31309,141713,118674,287422,198325
19235,15462,14137,57432,145978,260261,164737,489521
19236,3278,26598,136944,179941,149859,182848,289899
19237,9426,29478,58905,168661,213867,134084,317588
19238,3957,13109,69513,136439,78631,284159,238018
19239,7207,11399,70908,102211,198439,621939,244704
19240,12675,20527,79712,63224,247192,295356,939059
19241,9198,14343,83246,209543,310630,270147,628122
19242,8582,19936,38066,168263,324784,526444,268303
19243,9182,23183,91898,193369,119025,174347,221659
19244,5626,34664,44545,121933,117631,287180,921194
19245,8885,20162,40166,61262,121003,274793,374639
19246,8427,20724,60301,101083,97720,278303,414339
19247,4694,10859,68659,92670,353740,254250,228469
19248,5052,39643,49586,163613,234160,348253,244005
19249,4010,19390,58175,142146,141150,189271,309911
19250,11629,40067,37333,181752,176198,238552,283032
19251,16058,19694,39824,78709,82146,376300,609528
19252,6052,19949,42192,86724,178144,270102,602344
19253,9924,15473,34588,113501,173866,279768,454948
19254,3618,15845,82616,99655,172345,149643,302559
19255,6516,27708,72179,114468,271729,368340,197198
19256,5739,11323,130233,79792,245304,253556,441163
19257,5893,17467,32936,122550,268108,132320,566294
19258,9298,15300,41939,78168,109709,265432,322412
19259,7124,12344,65684,95268,147101,399054,483385
19260,3973,17731,39471,89983,246217,257131,254103
19261,6191,10509,87900,192443,115217,206361,529395
19262,2781,25876,68973,59074,265689,305703,459992
19263,8119,35736,41771,145919,247177,239534,186656
19264,3437,13466,92896,105854,99077,436535,362954
19265,4905,31594,106243,83331,208996,770371,295471
19266,3839,13504,47674,58699,263283,214201,221977
19267,6542,28609,59985,81719,157509,329994,188665
19268,12524,16202,44465,129453,87375,283664,628339
19269,3413,18323,180750,154231,99651,327006,261738
19270,6049,18746,47277,90195,109888,250038,357622
19271,5427,25472,48934,101190,159514,189166,628454
19272,7061,26628,30954,120667,100986,210135,349935
19273,13394,19795,49466,76169,124558,254445,283607
19274,3874,13361,41875,94098,161397,220286,788156
19275,5528,14492,29497,134037,171336,182507,357834
19276,9232,18672,74982,131656,346007,172919,224529
19277,12174,15457,36297,97902,304128,388713,289734
19278,5097,18237,54131,127234,113114,280346,290899
19279,5105,28376,36367,104307,315156,312136,435045
19280,5465,20396,40793,108708,244565,449354,372410
19281,4295,22829,50303,124426,395833,430034,563978
19282,7609,17108,47237,208391,142833,185750,322717
19283,18262,16624,38713,81754,80217,165821,353872
19284,7647,23262,86621,85252,118275,196281,291655
19285,8094,10896,110560,100386,129089,500799,476740
19286,11394,16656,72314,347890,144315,106123,304096
19287,5593,12064,40124,86584,104918,203711,273992
19288,3952,37860,42975,137377,266542,229745,184585
19289,3900,15201,40602,122131,93523,297499,379427
19290,5069,21774,170821,108544,195919,144685,427289
19291,4184,15367,59698,127420,155971,226123,310316
19292,4275,14582,38994,109246,589449,283298,420898
19293,4946,9837,70212,125234,162540,220883,401405
19294,5838,15105,35104,101989,137827,417068,371505
19295,3631,35162,45624,126166,158892,526636,457356
19296,6504,14109,71136,88276,216663,521714,348407
19297,3972,22583,56066,116260,211538,477993,355292
19298,15805,18041,92733,96960,147999,145279,399200
19299,2996,22238,42717,42839,206723,246542,410433
19300,8079,14587,59280,115771,258974,196370,134492
19301,9643,26184,51550,92604,203874,189806,256916
19302,5955,20262,66788,84870,170463,271155,396880
19303,5381,21270,110107,197409,351356,165981,288704
19304,2818,16754,90009,137043,484900,295042,280995
19305,3251,51489,63810,89748,340546,266083,252192
19306,11819,17774,45180,114646,240376,320720,323712
19307,4215,18287,105589,51980,145411,262513,310048
19308,9040,8182,119261,87804,192407,380283,204865
19309,9521,16435,39473,62642,162159,267318,366358
19310,5824,24571,85371,127133,367890,304864,229539
19311,8712,18080,42843,180514,152031,167628,309236
19312,13449,16389,60985,56747,200028,410365,218136
19313,3742,12746,78031,196678,144689,237649,288694
19314,8799,20519,59604,118267,83124,314003,473910
19315,7780,31134,77632,96527,228757,155362,567068
19316,4530,13856,98514,131128,305131,311645,388495
19317,3914,29780,31490,317969,151651,266272,754842
19318,7309,20201,72296,192656,210283,214697,407134
19319,12332,22930,52100,186551,87911,164767,348900
19320,15851,15341,42470,53846,165749,356955,401370
19321,5614,13463,82931,192606,150836,145973,322814
19322,6827,37454,62295,52963,106017,255808,352220
19323,8569,14893,127959,99054,293129,258688,220622
19324,7984,20040,46542,241888,307267,489159,1188202
19325,4082,25105,52038,80055,301367,223497,170397
19326,8461,45582,46689,177926,226521,590925,326457
19327,5506,12899,62214,137371,147152,250567,116871
19328,8531,27943,57558,148633,128273,466186,224503
19329,7687,25073,71591,118809,403688,272736,429974
19330,6041,16527,57525,90365,120559,222205,286466
19331,9605,28023,103088,138815,185231,347806,425372
19332,6779,16770,41405,101278,102022,418970,409478
19333,4686,15445,37376,109643,286636,361714,370920
19334,4639,24086,82007,66673,295308,304626,455845
19335,2461,7622,88009,138371,183165,173661,257674
19336,4479,18543,61166,99966,94897,320996,277855
19337,9868,23441,25976,80532,147760,165748,168481
19338,3630,14253,95056,75987,168378,208845,431667
19339,5256,28194,49981,83903,174319,178806,648202
19340,4532,14617,40299,51565,164455,396359,593921
19341,6788,11282,76105,134225,132110,497374,434426
19342,6407,8579,31978,111172,115766,204284,511048
19343,11338,13459,101143,100481,115711,151224,693558
19344,5792,24041,72902,92450,340182,268849,940979
19345,5961,28155,142089,69725,145473,199858,327905
19346,10575,19001,38077,116126,168532,142789,255603
19347,7295,12398,62835,149328,138791,361450,335154
19348,7406,12062,49636,72575,121977,359394,375818
19349,4384,34938,60360,111431,185022,222374,566783
19350,5690,12780,24653,132042,326268,86974,569811
19351,7696,35256,91004,56888,88832,291539,211003
19352,4209,17352,67016,142515,148164,437055,488675
19353,6257,16072,65418,228704,225903,199301,300518
19354,2639,24316,61021,147088,153755,104465,900784
19355,13283,31670,79361,141149,380004,294960,279938
19356,6712,16812,65527,73998,186982,380652,476000
19357,5902,42820,118872,80485,131208,308610,327271
19358,4072,15773,75944,115151,82640,707437,229728
19359,7905,15253,52140,96773,190405,239705,258338
19360,7959,8900,84664,139589,179370,429448,247494
19361,16594,16581,48062,166033,155781,153795,284742
19362,10216,10973,63749,79464,203741,434409,365143
19363,4245,14041,33997,122247,174202,305011,417960
19364,8465,13397,67275,60465,122288,250731,324820
19365,4316,14875,55687,201474,134225,297835,849563
19366,9450,14360,58790,140451,104207,197340,246316
19367,12030,22958,49932,131441,70556,136148,298863
19368,4163,13886,53243,120006,129597,190035,222839
19369,6975,45339,58245,57478,86812,311130,408112
19370,5143,28606,43190,176245,106870,199925,491689
19371,9641,9389,54125,63282,382875,368777,251726
19372,4231,13671,44874,128281,145802,175538,277223
19373,13000,22856,109574,96069,524472,499998,229017
19374,8029,18395,64128,105711,168831,415764,167546
19375,4241,15394,73611,146941,124958,161397,411807
19376,14077,21304,66952,103461,140043,530831,154688
19377,6362,10342,50426,57239,87713,328110,544716
19378,8366,20601,88667,110115,140147,101882,353345
19379,4522,18941,75479,141418,326710,221099,232086
19380,3315,20136,40979,106451,116777,237556,172699
19381,3756,12122,73330,72215,179202,210686,446078
19382,10585,12268,116059,112004,221798,210670,727467
19383,3797,26216,27107,171634,174733,381327,476054
19384,9631,11111,28254,56695,127880,254505,941282
19385,4764,21534,58575,149886,418303,408690,445808
19386,7262,18346,97217,92000,192224,167243,329201
19387,18908,23734,65626,101236,115551,177611,266989
19388,9971,13577,89636,67617,217497,194892,303497
19389,6396,16555,45913,95225,174096,216159,456101
19390,4968,13807,45400,116888,134806,177151,877755
19391,8093,14364,52851,130921,182624,213100,754094
19392,21259,19719,42296,65023,130099,452536,258351
19393,10175,14049,31906,62355,358129,518138,377944
19394,6428,18558,48452,85054,106318,176730,544501
19395,6325,19094,35593,94715,243928,304684,583251
19396,8330,15173,57833,104993,93895,525459,370420
19397,7124,11184,42113,74561,148367,435195,375572
19398,7960,45846,91868,193186,167033,207648,485054
19399,6433,25734,114424,135071,92631,268269,240586
19400,4801,12493,39891,225040,135767,243729,467365
19401,6386,27579,118530,79431,157579,86796,375156
19402,7867,10140,80795,79287,333379,304654,318634
19403,11120,31849,39711,288585,164437,178687,218753
19404,10519,16968,77190,126820,144192,188661,291784
19405,5356,16092,80162,216895,112191,185150,323695
19406,6817,23771,76543,62679,151749,242579,366317
19407,5560,14949,69549,101688,220386,363280,385338
19408,9459,12232,47231,180327,125044,190662,352859
19409,5213,21097,82761,70865,111881,350799,308905
19410,12018,15240,34881,116073,76040,197943,498132
19411,6798,32456,46902,126917,98445,199626,379530
19412,11179,41593,70993,92422,130840,189721,386482
19413,16351,16059,64145,117795,92733,156253,510116
19414,4189,18522,81774,85864,122203,180215,234656
19415,11361,21130,111575,109357,202710,295610,377322
19416,5770,30259,46795,80851,179126,304707,193131
19417,5131,31289,50224,169724,236156,209048,576937
19418,7304,18133,71988,115218,208695,412562,146064
19419,10213,11338,45403,122621,145517,232986,407222
19420,5461,21626,70460,80401,267919,136596,586742
19421,5038,19023,91165,171531,81769,132864,235183
19422,9468,18960,55474,74094,117520,403855,753347
19423,6142,9862,128010,203103,218559,359275,288012
19424,8008,24766,58438,179203,399054,238426,219838
19425,6282,56346,87111,67234,164680,310142,234281
19426,4868,47442,52877,106929,130936,728447,317172
19427,2984,12806,88267,153103,241035,225421,145457
19428,9246,16038,54704,140943,209771,346420,209267
19429,6087,17773,34666,99773,116529,274350,391393
19430,4346,19638,55713,66080,104744,225323,338566
19431,4980,10005,26290,82330,87042,320586,244779
19432,7647,20541,100771,100181,97816,148270,479860
19433,4928,22114,29700,62557,133083,203889,343244
19434,4367,22008,29785,168663,224435,218425,235893
19435,4278,20833,55946,118237,139118,308943,237850
19436,7551,22905,51485,127555,251809,146232,638325
19437,5953,20602,54115,56327,313222,376648,266306
19438,6737,17830,96342,81848,99062,196845,371407
