Trial,R=250,R=500,R=1000,R=2000
1925,9583,13590,36125,301688
1926,3485,16657,74959,217923
1927,5128,39227,54080,149103
1928,6318,11840,63269,136643
1929,3391,33009,77368,155188
1930,5676,25108,67434,203624
1931,4913,16987,28913,310876
1932,6049,10505,37255,181894
1933,15489,34009,46167,141484
1934,2939,12101,76097,222858
1935,6673,33169,65053,158770
1936,4728,15521,55320,198777
1937,11194,13702,57322,424630
1938,6201,9613,90945,138736
1939,6280,17239,30405,238863
1940,7450,24899,51985,155506
1941,7696,9789,52775,390031
1942,12959,17001,52989,171548
1943,3285,23364,122004,248215
1944,3508,29371,46643,83037
1945,8145,14659,50020,159781
1946,5915,22034,94754,169642
1947,8350,24366,123121,138148
1948,4890,30736,52121,195960
1949,8066,40195,32869,149890
1950,2543,35978,51192,155776
1951,11250,27093,33659,167268
1952,6558,30544,44851,94553
1953,13637,24884,90392,159191
1954,5305,18167,56827,153852
1955,3803,33321,39910,150099
1956,6136,13631,77301,306975
1957,9636,14771,49612,215409
1958,7150,17486,69700,143879
1959,3798,29866,78367,143839
1960,6250,12342,29265,116260
1961,2986,39230,30579,202063
1962,4133,25474,33932,134157
1963,7723,37371,49180,169103
1964,4850,17675,44137,148091
1965,4296,15553,35834,71306
1966,9010,12576,109556,198522
1967,8212,21443,45779,378849
1968,8102,25093,49984,497018
1969,3428,18095,51634,231192
1970,12008,17224,48266,109538
1971,4468,33314,62170,94449
1972,10785,14954,43225,123298
1973,3149,23048,41295,128670
1974,3255,34193,32202,242949
1975,9756,10975,60573,189143
1976,6406,9655,41990,135181
1977,6456,18216,51029,173173
1978,5756,52886,121372,146558
1979,8566,21234,48216,137167
1980,3526,36768,125517,147787
1981,5186,12006,34703,105274
1982,6847,34451,38642,80575
1983,5730,20340,47223,91929
1984,9306,23772,31940,287961
1985,6718,10610,47080,123341
1986,5732,17684,26076,182901
1987,9347,8545,54640,378845
1988,5004,32197,51984,83468
1989,9008,9342,53254,171027
1990,10907,17368,166580,171369
1991,13300,34371,93763,282078
1992,3983,26246,39073,150035
1993,8888,28827,66391,242269
1994,5029,19273,64235,171331
1995,6481,17120,21230,204370
1996,6850,10543,73877,288666
1997,6406,18265,54721,123718
1998,6847,18622,50166,229411
1999,6682,13133,55941,138095
